year,paper,authors,ratings,decisions,institution,csranking,categories,authors_citations,authors_publications,authors_hindex,arxiv
2018,SGD Learns Over-parameterized Networks that Provably Generalize on Linearly Separable Data,Alon Brutzkus;Amir Globerson;Eran Malach;Shai Shalev-Shwartz,7.333333333333333,Accept,Tel Aviv University;Tel Aviv University;Hebrew University of Jerusalem;Hebrew University of Jerusalem,37;37;62;62,1;9;8,373;4451;255;13702,10;123;12;168,5;32;5;48,True
2018,NerveNet: Learning Structured Policy with Graph Neural Networks,Tingwu Wang;Renjie Liao;Jimmy Ba;Sanja Fidler,6.666666666666667,Accept,"Department of Computer Science, University of Toronto;Department of Computer Science, University of Toronto;University of Toronto;Department of Computer Science, University of Toronto",17;17;17;17,6;10,177;1572;51293;10491,8;63;52;160,5;22;21;48,False
2018,Matrix capsules with EM routing,Geoffrey E Hinton;Sara Sabour;Nicholas Frosst,5.666666666666667,Accept,Google;Google;Google,-1;-1;-1,4,209159;1919;1910,415;13;12,127;7;6,False
2018,Towards better understanding of gradient-based attribution methods for Deep Neural Networks,Marco Ancona;Enea Ceolini;Cengiz Öztireli;Markus Gross,6.666666666666667,Accept,Swiss Federal Institute of Technology;University of Zurich;Swiss Federal Institute of Technology;Swiss Federal Institute of Technology,9;139;9;9,1,1037;379;291;941,131;24;13;44,16;7;7;11,False
2018,Linearly Constrained Weights: Resolving the Vanishing Gradient Problem by Reducing Angle Bias,Takuro Kutsuna,4.666666666666667,Reject,Toyota Central R&D Labs. Inc.,-1,0,32,20,3,False
2018,Understanding Short-Horizon Bias in Stochastic Meta-Optimization,Yuhuai Wu;Mengye Ren;Renjie Liao;Roger Grosse.,7.0,Accept,"Department of Computer Science, University of Toronto;Department of Computer Science, University of Toronto;Department of Computer Science, University of Toronto;Department of Computer Science, University of Toronto",17;17;17;17,0,1146;1462;1572;5598,28;18;63;48,13;12;22;27,False
2018,Memorization Precedes Generation: Learning Unsupervised GANs with Memory Networks,Youngjin Kim;Minjung Kim;Gunhee Kim,6.333333333333333,Accept,Seoul National University;;Seoul National University,46;-1;46,5;4,335;153;1978,74;54;85,10;6;23,False
2018,Universal Agent for Disentangling Environments and Tasks,Jiayuan Mao;Honghua Dong;Joseph J. Lim,6.333333333333333,Accept,Tsinghua University;Tsinghua University;University of Southern California,10;10;31,0,473;63;2915,19;5;51,7;3;20,False
2018,Breaking the Softmax Bottleneck: A High-Rank RNN Language Model,Zhilin Yang;Zihang Dai;Ruslan Salakhutdinov;William W. Cohen,7.333333333333333,Accept,Carnegie Mellon University;Carnegie Mellon University;Carnegie Mellon University;Carnegie Mellon University,1;1;1;1,3,4861;2346;66654;22291,90;27;253;423,26;14;81;68,False
2018,Meta-Learning for Semi-Supervised Few-Shot Classification,Mengye Ren;Eleni Triantafillou;Sachin Ravi;Jake Snell;Kevin Swersky;Joshua B. Tenenbaum;Hugo Larochelle;Richard S. Zemel,6.0,Accept,"Department of Computer Science, University of Toronto;Department of Computer Science, University of Toronto;Princeton University;Department of Computer Science, University of Toronto;Google;Massachusetts Institute of Technology;Google;Department of Computer Science, University of Toronto",17;17;31;17;-1;2;-1;17,6,1519;589;1364;1532;5776;31033;25208;21830,18;31;22;12;52;593;123;208,12;9;10;6;23;83;44;52,False
2018,Coulomb GANs: Provably Optimal Nash Equilibria via Potential Fields,Thomas Unterthiner;Bernhard Nessler;Calvin Seward;Günter Klambauer;Martin Heusel;Hubert Ramsauer;Sepp Hochreiter,6.333333333333333,Accept,Johannes Kepler University Linz;Johannes Kepler University Linz;Johannes Kepler University Linz;Johannes Kepler University Linz;Johannes Kepler University Linz;Johannes Kepler University Linz;Johannes Kepler University Linz,468;468;468;468;468;468;468,5;4;1,5180;2441;15;62;2016;1570;35205,39;24;7;5;9;5;111,16;12;2;3;7;3;28,True
2018,Memory Architectures in Recurrent Neural Network Language Models,Dani Yogatama;Yishu Miao;Gabor Melis;Wang Ling;Adhiguna Kuncoro;Chris Dyer;Phil Blunsom,6.333333333333333,Accept,Google;University of Oxford;Google;Google;Google;Google;Google,-1;51;-1;-1;-1;-1;-1,3;8,3590;701;609;2619;868;21432;11670,41;21;14;757;14;232;144,21;8;8;22;8;61;47,False
2018,Mitigating Adversarial Effects Through Randomization,Cihang Xie;Jianyu Wang;Zhishuai Zhang;Zhou Ren;Alan Yuille,6.333333333333333,Accept,Johns Hopkins University;Baidu;Johns Hopkins University;Snap Inc.;Johns Hopkins University,71;-1;71;-1;71,4,1330;341;1175;2035;32452,28;23;23;29;493,12;5;12;15;80,False
2018,Learning Awareness Models,Brandon Amos;Laurent Dinh;Serkan Cabi;Thomas Rothörl;Sergio Gómez Colmenarejo;Alistair Muldal;Tom Erez;Yuval Tassa;Nando de Freitas;Misha Denil,5.0,Accept,Carnegie Mellon University;Google;Google;Google;Google;Google;Google;Google;Google;Google,1;-1;-1;-1;-1;-1;-1;-1;-1;-1,0,448;4751;181;448;1271;387;6580;7211;19365;3366,6;24;12;6;15;9;48;45;184;38,4;12;7;4;10;7;19;24;55;20,False
2018,Generating Wikipedia by Summarizing Long Sequences,Peter J. Liu*;Mohammad Saleh*;Etienne Pot;Ben Goodrich;Ryan Sepassi;Lukasz Kaiser;Noam Shazeer,7.333333333333333,Accept,Google;Google;Google;Google;Google;Google;Google,-1;-1;-1;-1;-1;-1;-1,0,2568;371;204;2640;563;22840;12762,24;51;7;30;6;75;44,12;7;2;11;4;23;19,False
2018,MaskGAN: Better Text Generation via Filling in the _______,William Fedus;Ian Goodfellow;Andrew M. Dai,7.0,Accept,University of Montreal;Google;Google,124;-1;-1,3;4;5,665;54752;3687,25;90;49,10;56;19,False
2018,Detecting Statistical Interactions from Neural Network Weights,Michael Tsang;Dehua Cheng;Yan Liu,7.0,Accept,University of Southern California;University of Southern California;University of Southern California,31;31;31,0,2303;393;6045,100;34;584,24;11;35,True
2018,Model-Ensemble Trust-Region Policy Optimization,Thanard Kurutach;Ignasi Clavera;Yan Duan;Aviv Tamar;Pieter Abbeel,6.666666666666667,Accept,University of California Berkeley;University of California Berkeley;University of California Berkeley;University of California Berkeley;University of California Berkeley,5;5;5;5;5,0,190;416;5446;2201;36244,8;15;48;50;433,4;8;19;20;94,False
2018,Compositional Obverter Communication Learning from Raw Visual Input,Edward Choi;Angeliki Lazaridou;Nando de Freitas,6.0,Accept,Georgia Institute of Technology;Google;Google,13;-1;-1,6,974;1714;18797,36;76;184,11;21;54,False
2018,Quantitatively Evaluating GANs With Divergences Proposed for Training,Daniel Jiwoong Im;He Ma;Graham W. Taylor;Kristin Branson,6.0,Accept,Aifounded;University of Guelph;University of Guelph;Janelia Farm Research Campus- HHMI,-1;291;291;-1,5;4,390;536;5734;1706,23;79;142;41,9;12;31;19,False
2018,Apprentice: Using Knowledge Distillation Techniques To Improve Low-Precision Network Accuracy,Asit Mishra;Debbie Marr,7.333333333333333,Accept,Intel;Intel,-1;-1,2,3546;836,85;29,28;10,False
2018,Semi-parametric topological memory for navigation,Nikolay Savinov;Alexey Dosovitskiy;Vladlen Koltun,5.666666666666667,Accept,Swiss Federal Institute of Technology;Intel;Intel,9;-1;-1,10,689;9371;17484,15;57;188,9;31;62,False
2018,Automatically Inferring Data Quality for Spatiotemporal Forecasting,Sungyong Seo;Arash Mohegh;George Ban-Weiss;Yan Liu,6.666666666666667,Accept,University of Southern California;University of Southern California;University of Southern California;University of Southern California,31;31;31;31,10,461;56;1475;1159,26;14;76;100,6;5;20;15,False
2018,"Stochastic gradient descent performs variational inference, converges to limit cycles for deep networks",Pratik Chaudhari;Stefano Soatto,6.333333333333333,Accept,"University of California, Los Angeles;University of California, Los Angeles",20;20,1,623;15339,32;458,9;61,True
2018,Hierarchical and Interpretable Skill Acquisition in Multi-task Reinforcement Learning,Tianmin Shu;Caiming Xiong;Richard Socher,6.0,Accept,"University of California, Los Angeles;SalesForce.com;SalesForce.com",20;-1;-1,0,257;6187;51920,20;156;180,9;31;48,False
2018,Learning a Generative Model for Validity in Complex Discrete Structures,Dave Janz;Jos van der Westhuizen;Brooks Paige;Matt Kusner;José Miguel Hernández-Lobato,6.666666666666667,Accept,University of Cambridge;;Alan Turing Institute;Alan Turing Institute;University of Cambridge,71;-1;-1;-1;71,5,2284;51;822;2409;3724,126;11;38;44;113,27;5;13;18;28,False
2018,Learning to Multi-Task by Active Sampling,Sahil Sharma*;Ashutosh Kumar Jha*;Parikshit S Hegde;Balaraman Ravindran,6.333333333333333,Accept,Indian Institute of Technology Madras;Indian Institute of Technology Madras;Indian Institute of Technology Madras;Indian Institute of Technology Madras,153;153;153;153,6,228;24;28;2415,43;16;5;233,10;3;3;27,True
2018,Consequentialist conditional cooperation in social dilemmas with imperfect information,Alexander Peysakhovich;Adam Lerer,6.0,Accept,Facebook;Facebook,-1;-1,0,1659;7974,46;27,15;15,True
2018,MGAN: Training Generative Adversarial Nets with Multiple Generators,Quan Hoang;Tu Dinh Nguyen;Trung Le;Dinh Phung,6.0,Accept,"University of Massachusetts, Amherst;Deakin University;Deakin University;Deakin University",30;468;468;468,5;4;1,110;725;757;4582,11;61;83;301,3;13;11;30,False
2018,Residual Connections Encourage Iterative Inference,Stanisław Jastrzebski;Devansh Arpit;Nicolas Ballas;Vikas Verma;Tong Che;Yoshua Bengio,6.0,Accept,University of Montreal;University of Montreal;University of Montreal;;University of Montreal;University of Montreal,124;124;124;-1;124;124,8,847;880;4871;250;751;200499,27;42;54;45;24;804,12;12;20;8;8;146,True
2018,Leveraging Grammar and Reinforcement Learning for Neural Program Synthesis,Rudy Bunel;Matthew Hausknecht;Jacob Devlin;Rishabh Singh;Pushmeet Kohli,6.0,Accept,University of Oxford;Microsoft;Google;Microsoft;Google,51;-1;-1;-1;-1,3,417;2883;9050;2145;21883,20;38;45;80;313,10;17;20;24;69,False
2018,Stochastic Activation Pruning for Robust Adversarial Defense,Guneet S. Dhillon;Kamyar Azizzadenesheli;Zachary C. Lipton;Jeremy D. Bernstein;Jean Kossaifi;Aran Khanna;Animashree Anandkumar,6.333333333333333,Accept,"University of Texas, Austin;University of California, Irvine;Carnegie Mellon University;California Institute of Technology;Imperial College London;Amazon;University of California-Irvine",21;36;1;139;74;-1;36,4,227;686;4853;901;1173;284;5437,8;38;97;263;30;9;187,3;10;29;10;10;5;38,False
2018,Online Learning Rate Adaptation with Hypergradient Descent,Atilim Gunes Baydin;Robert Cornish;David Martinez Rubio;Mark Schmidt;Frank Wood,6.666666666666667,Accept,University of Oxford;University of Oxford;University of Oxford;University of British Columbia;University of Oxford,51;51;51;34;51,9,588;186;78;1410;2646,19;15;6;203;77,7;5;3;21;27,True
2018,Temporal Difference Models: Model-Free Deep RL for Model-Based Control,Vitchyr Pong*;Shixiang Gu*;Murtaza Dalal;Sergey Levine,6.0,Accept,University of California Berkeley;University of Cambridge;University of California Berkeley;University of California Berkeley,5;71;5;5,0,472;3732;310;24235,11;39;9;309,7;20;4;73,False
2018,Generative Models of Visually Grounded Imagination,Ramakrishna Vedantam;Ian Fischer;Jonathan Huang;Kevin Murphy,7.0,Accept,Georgia Institute of Technology;Google;Google;Google,13;-1;-1;-1,5,4345;2635;2230;15881,19;16;78;83,14;12;21;41,True
2018,Spherical CNNs,Taco S. Cohen;Mario Geiger;Jonas Köhler;Max Welling,8.0,Accept,University of Amsterdam;Swiss Federal Institute of Technology Lausanne;;University of Amsterdam,181;468;-1;181,1,1637;565;318;26369,32;24;10;269,17;10;5;57,False
2018,Neural Speed Reading via Skim-RNN,Minjoon Seo;Sewon Min;Ali Farhadi;Hannaneh Hajishirzi,7.333333333333333,Accept,University of Washington;Seoul National University;University of Washington;University of Washington,6;46;6;6,3,1711;377;16093;2840,20;12;119;97,14;9;42;24,False
2018,On Unifying Deep Generative Models,Zhiting Hu;Zichao Yang;Ruslan Salakhutdinov;Eric P. Xing,6.666666666666667,Accept,Carnegie Mellon University;;Carnegie Mellon University;Carnegie Mellon University,1;-1;1;1,5;4,3130;4254;66654;23945,64;40;253;602,29;18;81;75,True
2018,Cascade Adversarial Machine Learning Regularized with a Unified Embedding,Taesik Na;Jong Hwan Ko;Saibal Mukhopadhyay,5.666666666666667,Accept,Georgia Institute of Technology;Georgia Institute of Technology;Georgia Institute of Technology,13;13;13,4,274;236;4156,31;45;281,9;8;29,True
2018,Variance Reduction for Policy Gradient with Action-Dependent Factorized Baselines,Cathy Wu;Aravind Rajeswaran;Yan Duan;Vikash Kumar;Alexandre M Bayen;Sham Kakade;Igor Mordatch;Pieter Abbeel,7.0,Accept,University of California Berkeley;University of Washington;University of California Berkeley;University of Washington;University of California Berkeley;University of Washington;University of Washington;University of California Berkeley,5;6;5;6;5;6;6;5,0,570;901;5676;1210;8356;13691;3069;37166,38;24;55;93;321;198;48;433,12;13;19;18;46;58;27;94,False
2018,Lifelong Learning with Dynamically Expandable Networks,Jaehong Yoon;Eunho Yang;Jeongtae Lee;Sung Ju Hwang,7.0,Accept,Ulsan National Institute of Science and Technology;Korea Advanced Institute of Science and Technology;Ulsan National Institute of Science and Technology;Korea Advanced Institute of Science and Technology,468;21;468;21,0,248;1028;175;1093,14;74;19;71,4;16;2;16,True
2018,A Simple Neural Attentive Meta-Learner,Nikhil Mishra;Mostafa Rohaninejad;Xi Chen;Pieter Abbeel,6.333333333333333,Accept,University of California Berkeley;University of California Berkeley;covariant.ai;University of California-Berkeley,5;5;-1;5,6;8,655;520;13266;36244,20;5;444;433,9;3;40;94,True
2018,Emergence of grid-like representations by training recurrent neural networks to perform spatial localization,Christopher J. Cueva;Xue-Xin Wei,8.333333333333334,Accept,Columbia University;Columbia University,15;15,0,276;330,9;17,6;6,False
2018,Certified Defenses against Adversarial Examples ,Aditi Raghunathan;Jacob Steinhardt;Percy Liang,7.0,Accept,Stanford University;Stanford University;Stanford University,4;4;4,4,625;2217;12558,19;57;144,7;19;47,False
2018,Emergence of Linguistic Communication from  Referential Games with Symbolic and Pixel Input,Angeliki Lazaridou;Karl Moritz Hermann;Karl Tuyls;Stephen Clark,7.0,Accept,Google;Google;Google;Google,-1;-1;-1;-1,0,1714;5046;3671;6402,76;41;282;189,21;21;33;43,False
2018,Unsupervised Representation Learning by Predicting Image Rotations,Spyros Gidaris;Praveer Singh;Nikos Komodakis,6.0,Accept,ENPC;ENPC;ENPC,468;468;468,2,1344;408;9122,13;19;121,9;5;38,False
2018,Learn to Pay Attention,Saumya Jetley;Nicholas A. Lord;Namhoon Lee;Philip H. S. Torr,5.666666666666667,Accept,University of Oxford;University of Oxford;University of Oxford;University of Oxford,51;51;51;51,4;2,289;259;875;27914,15;24;32;354,9;8;12;83,False
2018,Auto-Encoding Sequential Monte Carlo,Tuan Anh Le;Maximilian Igl;Tom Rainforth;Tom Jin;Frank Wood,5.666666666666667,Accept,University of Oxford;University of Oxford;University of Oxford;University of Oxford;University of Oxford,51;51;51;51;51,5;1,1693;268;435;60;510,141;12;43;3;38,18;6;11;2;10,True
2018,Divide-and-Conquer Reinforcement Learning,Dibya Ghosh;Avi Singh;Aravind Rajeswaran;Vikash Kumar;Sergey Levine,6.0,Accept,University of California Berkeley;University of California Berkeley;University of Washington;University of Washington;University of California Berkeley,5;5;6;6;5,0,95;660;868;1167;24235,12;24;24;93;309,4;9;13;18;73,False
2018,SMASH: One-Shot Model Architecture Search through HyperNetworks,Andrew Brock;Theo Lim;J.M. Ritchie;Nick Weston,6.666666666666667,Accept,Heriot-Watt University;Heriot-Watt University;Heriot-Watt University;Renishaw,291;291;291;-1,0,2041;2120;1170;824,88;133;47;17,15;19;16;6,True
2018,Recasting Gradient-Based Meta-Learning as Hierarchical Bayes,Erin Grant;Chelsea Finn;Sergey Levine;Trevor Darrell;Thomas Griffiths,6.666666666666667,Accept,University of California Berkeley;University of California Berkeley;University of California Berkeley;University of California Berkeley;University of California Berkeley,5;5;5;5;5,11;6,801;7655;24235;88251;21240,37;98;309;558;437,9;33;73;109;70,False
2018,Neural Sketch Learning for Conditional Program Generation,Vijayaraghavan Murali;Letao Qi;Swarat Chaudhuri;Chris Jermaine,7.333333333333333,Accept,Rice University;Rice University;Rice University;Rice University,85;85;85;85,0,343;52;2651;2250,22;3;97;98,8;2;26;27,True
